From_Category,To_Category,Ratio_of_human_to_shortest
C0028,C0101,1.0
C0028,C0102,2.1666666666666665
C0028,C0103,2.0
C0028,C0104,1.6666666666666667
C0028,C0105,1.7857142857142858
C0028,C0107,2.3333333333333335
C0028,C0109,1.5000000000000002
C0028,C0111,1.0
C0028,C0112,1.5
C0028,C0113,1.7222222222222223
C0028,C0115,1.5
C0028,C0117,1.7784431137724552
C0028,C0118,1.7083333333333333
C0028,C0119,1.7169811320754718
C0028,C0121,2.3333333333333335
C0028,C0122,1.4411764705882353
C0028,C0123,2.0
C0028,C0124,1.8
C0028,C0125,1.6666666666666667
C0028,C0126,1.8333333333333333
C0028,C0128,1.5714285714285712
C0028,C0129,1.6153846153846154
C0028,C0130,1.5
C0028,C0131,1.3333333333333333
C0028,C0132,1.7894736842105263
C0028,C0133,1.7037037037037037
C0028,C0134,2.2222222222222223
C0028,C0135,1.8571428571428572
C0028,C0136,1.8
C0028,C0137,2.1999999999999997
C0028,C0138,1.3333333333333333
C0028,C0139,1.7333333333333332
C0028,C0140,1.8333333333333333
C0028,C0142,1.0
C0028,C0143,1.5185185185185184
C0028,C0144,2.4285714285714284
C0028,C0146,1.8235294117647058
C0029,C0001,1.7672253258845436
C0029,C0003,1.0
C0029,C0004,1.3055555555555556
C0029,C0005,1.525
C0029,C0006,1.5909090909090908
C0029,C0007,1.9069767441860466
C0029,C0008,1.7819548872180453
C0029,C0009,2.3846153846153846
C0029,C0010,1.1666666666666667
C0029,C0011,1.823529411764706
C0029,C0012,1.75
C0029,C0013,1.5
C0029,C0014,2.2
C0029,C0015,2.1
C0029,C0016,1.7245508982035929
C0029,C0019,1.0
C0029,C0026,1.0
C0029,C0028,1.5
C0029,C0029,1.0
C0029,C0030,1.3333333333333333
C0029,C0031,1.36
C0029,C0032,1.0
C0029,C0034,1.8148148148148147
C0029,C0035,1.2857142857142858
C0029,C0038,2.444444444444444
C0029,C0040,1.7857142857142858
C0029,C0041,2.444444444444444
C0029,C0042,1.8
C0029,C0045,1.3333333333333333
C0029,C0046,2.0
C0029,C0048,1.777777777777778
C0029,C0049,2.3333333333333335
C0029,C0051,1.3333333333333333
C0029,C0053,1.4230769230769231
C0029,C0054,1.4
C0029,C0055,1.7586206896551724
C0029,C0056,2.130434782608696
C0029,C0057,2.0
C0029,C0058,2.0
C0029,C0059,2.3125000000000004
C0029,C0060,1.5
C0029,C0062,1.3333333333333333
C0029,C0065,2.0
C0029,C0067,2.7500000000000004
C0029,C0068,1.5
C0029,C0072,3.5
C0029,C0073,2.0
C0029,C0074,1.5714285714285712
C0029,C0075,1.1666666666666667
C0029,C0081,1.8888888888888888
C0029,C0082,1.5
C0029,C0086,2.5
C0029,C0090,1.5
C0029,C0094,2.5
C0029,C0101,1.75
C0029,C0102,3.1818181818181817
C0029,C0104,1.5
C0029,C0105,1.4285714285714286
C0029,C0107,1.3333333333333333
C0029,C0109,1.1666666666666667
C0029,C0110,1.6666666666666667
C0029,C0114,1.5
C0029,C0115,2.25
C0029,C0117,1.8157894736842106
C0029,C0118,1.6730769230769231
C0029,C0119,1.6153846153846154
C0029,C0121,1.4
C0029,C0122,1.6
C0029,C0123,1.5454545454545456
C0029,C0124,1.5
C0029,C0125,4.0
C0029,C0126,1.7777777777777777
C0029,C0128,2.25
C0029,C0129,1.8181818181818183
C0029,C0130,1.375
C0029,C0133,1.8333333333333333
C0029,C0134,2.111111111111111
C0029,C0135,1.8
C0029,C0137,1.857142857142857
C0029,C0139,1.6730769230769231
C0029,C0143,1.9166666666666667
C0029,C0144,1.5714285714285712
C0029,C0145,1.0
C0029,C0146,1.5
C0030,C0001,1.7708779443254816
C0030,C0003,1.1428571428571428
C0030,C0004,1.586206896551724
C0030,C0005,1.4625000000000001
C0030,C0006,2.2857142857142856
C0030,C0007,2.011627906976744
C0030,C0008,1.5773809523809523
C0030,C0009,1.8813559322033897
C0030,C0010,1.0
C0030,C0011,1.0
C0030,C0013,2.6666666666666665
C0030,C0014,1.6981132075471699
C0030,C0015,1.5714285714285714
C0030,C0016,2.069444444444444
C0030,C0019,1.0
C0030,C0021,1.0
C0030,C0022,1.3333333333333333
C0030,C0027,1.3333333333333333
C0030,C0028,1.3333333333333333
C0030,C0029,1.6
C0030,C0030,1.875
C0030,C0031,1.5
C0030,C0032,2.2222222222222223
C0030,C0034,2.3333333333333335
C0030,C0039,1.0
C0030,C0040,1.0
C0030,C0042,2.2121212121212124
C0030,C0044,1.3333333333333333
C0030,C0046,1.6666666666666667
C0030,C0047,1.4444444444444444
C0030,C0049,1.5
C0030,C0050,1.0
C0030,C0051,1.5555555555555556
C0030,C0052,2.4545454545454546
C0030,C0053,1.75
C0030,C0054,1.0
C0030,C0055,1.4464285714285716
C0030,C0056,2.0
C0030,C0057,1.75
C0030,C0058,1.0
C0030,C0059,1.375
C0030,C0060,2.3333333333333335
C0030,C0061,1.3333333333333333
C0030,C0062,1.1666666666666667
C0030,C0065,1.75
C0030,C0067,2.0
C0030,C0068,1.0
C0030,C0070,1.5
C0030,C0073,1.952380952380952
C0030,C0074,1.6666666666666667
C0030,C0078,1.0
C0030,C0080,1.0
C0030,C0087,2.3333333333333335
C0030,C0089,3.0
C0030,C0093,1.3333333333333333
C0030,C0099,1.0
C0030,C0102,2.0952380952380953
C0030,C0103,1.0
C0030,C0105,1.6666666666666667
C0030,C0109,1.4444444444444444
C0030,C0111,1.6666666666666667
C0030,C0114,1.0
C0030,C0117,2.1403508771929824
C0030,C0118,1.3333333333333333
C0030,C0119,1.9166666666666667
C0030,C0120,1.5
C0030,C0122,1.0
C0030,C0123,1.4464285714285716
C0030,C0128,2.0
C0030,C0129,1.5555555555555556
C0030,C0132,1.0
C0030,C0133,2.0
C0030,C0135,3.111111111111111
C0030,C0137,2.185185185185185
C0030,C0139,1.3333333333333333
C0030,C0144,1.9166666666666667
C0031,C0001,1.7643923240938166
C0031,C0003,1.4318181818181817
C0031,C0004,1.7065217391304348
C0031,C0005,1.6551724137931036
C0031,C0006,2.176470588235294
C0031,C0007,1.8923444976076556
C0031,C0008,1.6037441497659906
C0031,C0009,2.27027027027027
C0031,C0010,1.5890410958904109
C0031,C0011,1.5783132530120483
C0031,C0012,1.5294117647058825
C0031,C0013,1.5666666666666667
C0031,C0014,1.5615942028985506
C0031,C0015,1.6140350877192982
C0031,C0016,1.8002183406113537
C0031,C0019,1.64
C0031,C0020,1.0
C0031,C0021,1.2
C0031,C0022,1.3333333333333333
C0031,C0023,1.0
C0031,C0024,1.6666666666666667
C0031,C0025,1.0
C0031,C0026,1.6842105263157894
C0031,C0027,1.2500000000000002
C0031,C0028,1.875
C0031,C0029,2.0
C0031,C0031,1.8043478260869568
C0031,C0032,2.4375
C0031,C0033,1.6956521739130435
C0031,C0034,2.606060606060606
C0031,C0035,1.6153846153846154
C0031,C0038,1.778688524590164
C0031,C0039,1.9
C0031,C0040,2.15
C0031,C0041,1.277777777777778
C0031,C0042,2.079646017699115
C0031,C0043,2.8333333333333335
C0031,C0044,2.1666666666666665
C0031,C0045,1.7142857142857142
C0031,C0046,1.5625000000000002
C0031,C0047,2.1333333333333333
C0031,C0048,1.357142857142857
C0031,C0049,1.643410852713178
C0031,C0051,2.0
C0031,C0052,1.9777777777777779
C0031,C0053,1.417910447761194
C0031,C0054,1.4347826086956523
C0031,C0055,1.72
C0031,C0056,1.4259259259259258
C0031,C0057,1.3
C0031,C0058,1.7058823529411764
C0031,C0059,1.6666666666666667
C0031,C0060,1.0
C0031,C0061,1.7499999999999998
C0031,C0062,1.4285714285714286
C0031,C0063,1.5625000000000002
C0031,C0064,1.75
C0031,C0065,2.340909090909091
C0031,C0066,1.0
C0031,C0067,1.777777777777778
C0031,C0068,4.325
C0031,C0069,2.6666666666666665
C0031,C0070,1.5999999999999999
C0031,C0071,1.2
C0031,C0072,2.0
C0031,C0073,1.2666666666666666
C0031,C0074,1.307692307692308
C0031,C0075,2.0
C0031,C0076,2.0714285714285716
C0031,C0078,1.3829787234042552
C0031,C0079,1.6666666666666667
C0031,C0081,1.8148148148148147
C0031,C0082,1.5
C0031,C0083,1.0
C0031,C0084,1.1666666666666667
C0031,C0085,1.5555555555555556
C0031,C0086,1.5185185185185186
C0031,C0087,2.1666666666666665
C0031,C0088,1.6
C0031,C0089,1.4615384615384615
C0031,C0090,1.1666666666666667
C0031,C0091,1.3333333333333333
C0031,C0092,1.4117647058823528
C0031,C0093,3.2
C0031,C0095,1.8333333333333333
C0031,C0096,1.4999999999999998
C0031,C0097,1.6666666666666667
C0031,C0098,1.5
C0031,C0099,2.1818181818181817
C0031,C0101,2.0
C0031,C0102,1.7586206896551724
C0031,C0103,1.3076923076923077
C0031,C0104,1.3333333333333333
C0031,C0105,1.5
C0031,C0106,1.6666666666666667
C0031,C0107,1.2666666666666666
C0031,C0108,1.5
C0031,C0109,1.3225806451612903
C0031,C0110,1.1666666666666667
C0031,C0111,1.0
C0031,C0112,2.6666666666666665
C0031,C0113,1.8
C0031,C0114,1.5263157894736843
C0031,C0115,1.7692307692307694
C0031,C0116,1.2857142857142856
C0031,C0117,1.7513812154696133
C0031,C0118,1.8342245989304813
C0031,C0119,1.9086021505376343
C0031,C0120,1.5303030303030303
C0031,C0121,2.1481481481481484
C0031,C0122,1.3636363636363635
C0031,C0123,1.7619047619047619
C0031,C0124,1.6666666666666667
C0031,C0125,1.2857142857142858
C0031,C0126,1.9749999999999999
C0031,C0127,1.5714285714285714
C0031,C0128,1.7
C0031,C0129,1.9027777777777777
C0031,C0130,1.7313432835820894
C0031,C0131,2.6666666666666665
C0031,C0132,1.9795918367346939
C0031,C0133,1.8333333333333333
C0031,C0134,1.72
C0031,C0135,1.162162162162162
C0031,C0137,1.6818181818181819
C0031,C0138,2.238095238095238
C0031,C0139,1.6616541353383458
C0031,C0140,2.4166666666666665
C0031,C0141,1.888888888888889
C0031,C0143,2.2727272727272725
C0031,C0144,1.7450980392156863
C0031,C0145,1.4516129032258063
C0031,C0146,1.7037037037037037
C0032,C0001,1.7774524158125913
C0032,C0002,2.0
C0032,C0003,2.0
C0032,C0004,1.4814814814814814
C0032,C0005,1.7878787878787876
C0032,C0006,1.3666666666666667
C0032,C0007,1.78125
C0032,C0008,1.4772727272727273
C0032,C0009,1.931034482758621
C0032,C0010,2.24031007751938
C0032,C0011,1.3333333333333333
C0032,C0012,2.555555555555556
C0032,C0013,1.6
C0032,C0014,1.6122448979591837
C0032,C0015,1.4117647058823528
C0032,C0016,1.7662337662337662
C0032,C0017,2.0
C0032,C0019,2.0
C0032,C0023,1.75
C0032,C0026,1.625
C0032,C0029,1.4
C0032,C0031,1.4285714285714286
C0032,C0032,1.0
C0032,C0033,1.0
C0032,C0034,1.4583333333333335
C0032,C0038,3.0
C0032,C0041,1.0416666666666667
C0032,C0042,2.1176470588235294
C0032,C0045,1.5454545454545454
C0032,C0049,1.4230769230769231
C0032,C0051,2.0714285714285716
C0032,C0052,1.4
C0032,C0053,1.6666666666666667
C0032,C0054,1.1666666666666667
C0032,C0055,1.2727272727272727
C0032,C0056,1.5
C0032,C0057,2.125
C0032,C0059,1.375
C0032,C0060,1.2
C0032,C0062,1.0
C0032,C0064,1.0
C0032,C0065,1.5833333333333333
C0032,C0067,3.0000000000000004
C0032,C0068,1.96875
C0032,C0070,1.0
C0032,C0072,1.0
C0032,C0073,1.6666666666666667
C0032,C0074,1.6666666666666667
C0032,C0075,1.3333333333333333
C0032,C0078,1.1538461538461537
C0032,C0079,2.3893805309734515
C0032,C0081,1.1666666666666667
C0032,C0083,1.5
C0032,C0085,1.0
C0032,C0088,1.6666666666666667
C0032,C0089,1.5
C0032,C0094,1.5
C0032,C0098,1.125
C0032,C0099,1.3333333333333333
C0032,C0100,1.6666666666666667
C0032,C0102,2.0
C0032,C0103,1.0
C0032,C0104,1.5
C0032,C0105,1.1666666666666667
C0032,C0107,1.3333333333333333
C0032,C0110,2.571428571428571
C0032,C0111,1.375
C0032,C0114,1.6666666666666667
C0032,C0115,1.0
C0032,C0117,1.810810810810811
C0032,C0118,1.7647058823529411
C0032,C0119,1.6956521739130437
C0032,C0120,1.3076923076923077
C0032,C0121,2.1666666666666665
C0032,C0123,1.0
C0032,C0126,3.25
C0032,C0129,1.675
C0032,C0131,1.0
C0032,C0133,3.5
C0032,C0134,1.8461538461538463
C0032,C0135,1.75
C0032,C0136,1.0
C0032,C0137,2.4
C0032,C0138,2.0
C0032,C0139,1.7391304347826089
C0032,C0140,1.6666666666666667
C0032,C0143,1.6666666666666667
C0032,C0144,1.71875
C0032,C0146,1.5
C0033,C0001,1.8982706002034588
C0033,C0002,1.4
C0033,C0003,1.6363636363636365
C0033,C0004,1.5818181818181816
C0033,C0005,1.5370370370370368
C0033,C0006,1.7
C0033,C0007,2.044678714859438
C0033,C0008,1.5687732342007434
C0033,C0009,1.471264367816092
C0033,C0010,1.5263157894736843
C0033,C0011,1.6428571428571428
C0033,C0012,1.105263157894737
C0033,C0013,1.7999999999999998
C0033,C0014,1.5904761904761904
C0033,C0015,1.9189189189189189
C0033,C0016,2.0
C0033,C0017,1.4
C0033,C0019,1.6666666666666667
C0033,C0021,1.0
C0033,C0022,1.8333333333333333
C0033,C0023,2.3333333333333335
C0033,C0025,1.5
C0033,C0026,1.3333333333333333
C0033,C0028,2.3333333333333335
C0033,C0029,1.5
C0033,C0030,2.0
C0033,C0031,1.4666666666666668
C0033,C0032,1.8571428571428572
C0033,C0033,1.6666666666666667
C0033,C0034,1.5714285714285714
C0033,C0040,1.4444444444444444
C0033,C0041,1.3333333333333333
C0033,C0042,2.0504374678332473
C0033,C0045,1.0833333333333333
C0033,C0046,1.5
C0033,C0047,1.0
C0033,C0048,2.882352941176471
C0033,C0049,1.5517241379310345
C0033,C0050,1.6666666666666667
C0033,C0051,1.3809523809523812
C0033,C0052,1.9
C0033,C0053,1.862068965517241
C0033,C0054,1.2307692307692308
C0033,C0055,1.2727272727272727
C0033,C0056,1.4583333333333333
C0033,C0057,1.5833333333333333
C0033,C0058,1.7777777777777777
C0033,C0059,1.65625
C0033,C0060,1.75
C0033,C0062,1.388888888888889
C0033,C0065,1.4285714285714286
C0033,C0067,1.28
C0033,C0068,1.588235294117647
C0033,C0069,1.5
C0033,C0070,1.5
C0033,C0072,2.1666666666666665
C0033,C0073,1.4615384615384615
C0033,C0074,1.0
C0033,C0075,1.8
C0033,C0078,1.272727272727273
C0033,C0079,2.0
C0033,C0081,1.2857142857142856
C0033,C0083,1.8
C0033,C0085,2.3333333333333335
C0033,C0086,2.5
C0033,C0087,2.0
C0033,C0090,1.3333333333333333
C0033,C0092,1.5
C0033,C0093,3.1666666666666665
C0033,C0094,1.6666666666666667
C0033,C0096,1.0
C0033,C0097,1.0
C0033,C0098,1.4583333333333333
C0033,C0099,2.2
C0033,C0101,1.3636363636363638
C0033,C0103,1.75
C0033,C0104,1.2727272727272727
C0033,C0105,1.7391304347826086
C0033,C0107,1.4000000000000001
C0033,C0108,1.586206896551724
C0033,C0109,1.4761904761904763
C0033,C0110,1.4117647058823528
C0033,C0111,2.032258064516129
C0033,C0112,2.3636363636363638
C0033,C0114,1.8214285714285716
C0033,C0115,1.8
C0033,C0116,1.6666666666666667
C0033,C0117,2.0240904621435596
C0033,C0118,1.6065573770491806
C0033,C0119,1.5833333333333333
C0033,C0120,1.55
C0033,C0121,1.2857142857142856
C0033,C0122,1.75
C0033,C0123,1.25
C0033,C0126,1.3125
C0033,C0128,1.1666666666666667
C0033,C0129,1.1111111111111112
C0033,C0130,1.375
C0033,C0132,2.3333333333333335
C0033,C0133,1.6428571428571428
C0033,C0134,1.4166666666666667
C0033,C0135,1.596774193548387
C0033,C0137,2.050882658359294
C0033,C0139,1.5769230769230769
C0033,C0140,1.6666666666666667
C0033,C0141,2.0
C0033,C0142,1.5
C0033,C0143,1.625
C0033,C0144,1.8823529411764703
C0033,C0145,1.5
C0033,C0146,1.5
C0034,C0001,1.7350870692849205
C0034,C0002,2.372549019607843
C0034,C0003,1.9642857142857144
C0034,C0004,1.7413793103448276
C0034,C0005,1.598684210526316
C0034,C0006,1.8086956521739133
C0034,C0007,1.8619402985074627
C0034,C0008,1.6075731497418244
C0034,C0009,1.7023255813953488
C0034,C0010,1.5677966101694916
C0034,C0011,1.894736842105263
C0034,C0012,1.4117647058823528
C0034,C0013,1.6605504587155964
C0034,C0014,1.656357388316151
C0034,C0015,1.5689655172413792
C0034,C0016,1.7994428969359333
C0034,C0017,2.372549019607843
C0034,C0019,1.8461538461538463
C0034,C0020,2.5384615384615383
C0034,C0021,1.5714285714285712
C0034,C0022,1.7999999999999998
C0034,C0023,2.476190476190476
C0034,C0024,1.5
C0034,C0026,1.5333333333333332
C0034,C0027,1.25
C0034,C0028,2.4
C0034,C0029,1.9090909090909092
C0034,C0030,1.3636363636363635
C0034,C0031,1.5333333333333332
C0034,C0032,1.1666666666666667
C0034,C0033,1.8372093023255813
C0034,C0034,1.7407407407407407
C0034,C0035,1.5
C0034,C0036,3.1666666666666665
C0034,C0037,2.1666666666666665
C0034,C0038,1.9722222222222219
C0034,C0039,2.04
C0034,C0040,2.0312500000000004
C0034,C0041,1.6829268292682926
C0034,C0042,1.9222222222222223
C0034,C0043,1.75
C0034,C0044,1.3333333333333333
C0034,C0045,1.3333333333333333
C0034,C0046,1.2999999999999998
C0034,C0047,1.8571428571428572
C0034,C0048,1.5
C0034,C0049,1.4606741573033706
C0034,C0051,1.7567567567567566
C0034,C0052,2.4
C0034,C0053,1.542857142857143
C0034,C0054,1.4838709677419353
C0034,C0055,1.5070422535211265
C0034,C0056,1.7142857142857142
C0034,C0057,1.7333333333333336
C0034,C0058,1.8695652173913044
C0034,C0059,1.641025641025641
C0034,C0060,1.9375000000000002
C0034,C0061,1.5
C0034,C0062,1.5806451612903227
C0034,C0063,3.1428571428571423
C0034,C0064,1.4166666666666667
C0034,C0065,1.6666666666666667
C0034,C0066,1.5833333333333333
C0034,C0067,1.8309859154929577
C0034,C0068,1.836734693877551
C0034,C0069,1.5
C0034,C0070,1.542857142857143
C0034,C0071,1.0
C0034,C0073,1.6666666666666667
C0034,C0074,1.5714285714285712
C0034,C0075,1.793103448275862
C0034,C0076,1.25
C0034,C0077,1.2500000000000002
C0034,C0078,1.5238095238095237
C0034,C0079,1.5714285714285716
C0034,C0080,2.0833333333333335
C0034,C0081,1.1785714285714286
C0034,C0082,2.727272727272727
C0034,C0083,1.8333333333333333
C0034,C0084,1.3333333333333333
C0034,C0085,1.5
C0034,C0087,1.9142857142857144
C0034,C0088,1.5
C0034,C0089,1.6060606060606062
C0034,C0090,1.4827586206896552
C0034,C0091,1.846153846153846
C0034,C0092,1.0
C0034,C0093,2.0
C0034,C0095,1.25
C0034,C0096,1.2
C0034,C0097,1.277777777777778
C0034,C0098,1.5999999999999999
C0034,C0099,2.111111111111111
C0034,C0100,2.555555555555556
C0034,C0101,1.1111111111111112
C0034,C0102,2.085714285714286
C0034,C0103,1.9615384615384615
C0034,C0104,1.5454545454545454
C0034,C0105,1.4999999999999998
C0034,C0106,1.5
C0034,C0107,1.6190476190476188
C0034,C0108,1.1666666666666667
C0034,C0109,1.625
C0034,C0110,1.388888888888889
C0034,C0111,1.8
C0034,C0112,1.3636363636363638
C0034,C0113,1.3333333333333333
C0034,C0114,1.2307692307692308
C0034,C0115,1.8888888888888888
C0034,C0116,1.3333333333333333
C0034,C0117,1.9419953596287702
C0034,C0118,1.5526315789473684
C0034,C0119,1.6527777777777777
C0034,C0120,1.3571428571428572
C0034,C0121,1.823529411764706
C0034,C0122,1.630769230769231
C0034,C0123,1.4210526315789473
C0034,C0125,1.6666666666666667
C0034,C0126,2.1842105263157894
C0034,C0127,1.6666666666666667
C0034,C0128,1.2
C0034,C0129,1.9642857142857144
C0034,C0130,1.6666666666666667
C0034,C0131,1.2
C0034,C0132,1.693877551020408
C0034,C0133,1.9166666666666667
C0034,C0134,2.3499999999999996
C0034,C0135,2.2045454545454546
C0034,C0136,1.6666666666666667
C0034,C0137,1.8088235294117647
C0034,C0138,1.7142857142857142
C0034,C0139,1.4949494949494948
C0034,C0140,1.5789473684210524
C0034,C0141,1.6666666666666667
C0034,C0142,1.25
C0034,C0143,1.5294117647058825
C0034,C0144,1.5897435897435899
C0034,C0145,1.6923076923076923
C0034,C0146,1.892857142857143
C0035,C0001,1.61950146627566
C0035,C0002,1.1666666666666667
C0035,C0003,1.8888888888888886
C0035,C0004,1.6666666666666665
C0035,C0005,1.3936170212765957
C0035,C0006,1.8095238095238093
C0035,C0007,1.8529411764705883
C0035,C0008,1.5464852607709751
C0035,C0009,1.6330935251798562
C0035,C0010,1.5348837209302326
C0035,C0011,2.130434782608696
C0035,C0012,1.4666666666666666
C0035,C0013,1.761904761904762
C0035,C0014,1.4966442953020134
C0035,C0015,1.6451612903225807
C0035,C0016,1.6496815286624205
C0035,C0017,1.1666666666666667
C0035,C0019,1.3333333333333333
C0035,C0020,1.6
C0035,C0021,1.0
C0035,C0022,2.5000000000000004
C0035,C0023,1.6666666666666667
C0035,C0024,1.2
C0035,C0026,1.0
C0035,C0028,1.9166666666666665
C0035,C0029,1.3333333333333333
C0035,C0031,1.6829268292682928
C0035,C0032,1.1666666666666667
C0035,C0033,1.9444444444444444
C0035,C0034,1.9166666666666665
C0035,C0035,1.6666666666666667
C0035,C0036,2.0
C0035,C0037,1.9473684210526319
C0035,C0039,1.5555555555555556
C0035,C0040,2.555555555555556
C0035,C0041,2.0
C0035,C0042,1.7916666666666667
C0035,C0043,1.875
C0035,C0045,1.875
C0035,C0046,1.2
C0035,C0047,1.0
C0035,C0049,1.4146341463414636
C0035,C0050,1.5
C0035,C0051,1.7037037037037037
C0035,C0052,1.6938775510204083
C0035,C0053,1.3736263736263736
C0035,C0054,1.4375000000000002
C0035,C0055,1.4285714285714286
C0035,C0056,1.55
C0035,C0057,1.8148148148148149
C0035,C0058,1.6111111111111112
C0035,C0059,2.076923076923077
C0035,C0061,1.3333333333333333
C0035,C0062,1.293103448275862
C0035,C0064,2.75
C0035,C0065,1.625
C0035,C0067,1.777777777777778
C0035,C0068,1.6666666666666667
C0035,C0070,1.4545454545454546
C0035,C0072,1.857142857142857
C0035,C0073,1.3181818181818183
C0035,C0074,1.625
C0035,C0075,1.272727272727273
C0035,C0076,1.8333333333333333
C0035,C0078,1.3636363636363638
C0035,C0079,1.3333333333333333
C0035,C0081,1.5
C0035,C0082,1.3333333333333333
C0035,C0083,3.8333333333333335
C0035,C0084,2.0
C0035,C0086,1.25
C0035,C0087,2.0
C0035,C0088,1.8333333333333333
C0035,C0090,1.0
C0035,C0091,1.0
C0035,C0092,1.3333333333333333
C0035,C0094,1.6666666666666667
C0035,C0095,1.3333333333333333
C0035,C0097,1.5
C0035,C0098,1.5454545454545454
C0035,C0102,2.6666666666666665
C0035,C0103,1.1666666666666667
C0035,C0104,1.3333333333333333
C0035,C0105,1.3461538461538463
C0035,C0107,1.5769230769230769
C0035,C0108,1.4000000000000001
C0035,C0109,1.0666666666666667
C0035,C0110,1.25
C0035,C0111,2.3333333333333335
C0035,C0113,1.4444444444444444
C0035,C0114,2.8333333333333335
C0035,C0115,1.0769230769230769
C0035,C0117,1.8588235294117645
C0035,C0118,1.4545454545454544
C0035,C0119,1.4252873563218391
C0035,C0120,1.2352941176470587
C0035,C0121,1.5238095238095237
C0035,C0122,1.2500000000000002
C0035,C0123,1.6666666666666667
C0035,C0124,1.75
C0035,C0125,2.3333333333333335
C0035,C0126,1.5833333333333333
C0035,C0128,1.1666666666666667
C0035,C0129,1.3235294117647058
C0035,C0130,1.5
C0035,C0131,1.8571428571428572
C0035,C0132,1.7142857142857144
C0035,C0133,2.65625
C0035,C0134,2.1794871794871793
C0035,C0135,1.36
C0035,C0138,1.4
C0035,C0139,1.3877551020408163
C0035,C0140,1.625
C0035,C0142,1.3571428571428572
C0035,C0143,1.6666666666666667
C0035,C0144,1.2142857142857142
C0035,C0145,1.0
C0035,C0146,1.4444444444444444
C0036,C0001,1.6159999999999999
C0036,C0002,2.0
C0036,C0004,1.3636363636363635
C0036,C0005,1.8333333333333333
C0036,C0007,2.5238095238095237
C0036,C0008,1.586206896551724
C0036,C0009,1.675
C0036,C0010,1.2375
C0036,C0011,1.375
C0036,C0012,1.5
C0036,C0013,1.3333333333333333
C0036,C0014,1.5625
C0036,C0015,2.1
C0036,C0016,1.7061068702290074
C0036,C0017,2.0
C0036,C0028,1.3333333333333333
C0036,C0031,1.4
C0036,C0040,2.2222222222222223
C0036,C0042,2.454545454545454
C0036,C0047,6.0
C0036,C0049,1.6666666666666667
C0036,C0052,1.1818181818181819
C0036,C0053,1.4000000000000001
C0036,C0054,1.9
C0036,C0055,1.5333333333333332
C0036,C0056,1.0
C0036,C0057,2.25
C0036,C0058,2.0
C0036,C0063,1.3333333333333333
C0036,C0065,1.9
C0036,C0067,2.142857142857143
C0036,C0068,1.0
C0036,C0070,1.25
C0036,C0073,1.0
C0036,C0078,1.2375
C0036,C0081,1.5
C0036,C0083,1.6666666666666667
C0036,C0084,1.0
C0036,C0085,1.6666666666666667
C0036,C0088,1.3333333333333333
C0036,C0092,1.0
C0036,C0096,1.0
C0036,C0098,1.3333333333333333
C0036,C0102,2.3333333333333335
C0036,C0105,1.0
C0036,C0109,1.1428571428571428
C0036,C0113,1.5
C0036,C0114,1.6666666666666667
C0036,C0115,4.0
C0036,C0117,2.1774193548387095
C0036,C0118,1.6363636363636365
C0036,C0119,1.5384615384615383
C0036,C0122,1.4000000000000001
C0036,C0124,2.0
C0036,C0126,2.142857142857143
C0036,C0129,1.4000000000000001
C0036,C0132,1.3333333333333333
C0036,C0133,2.433333333333333
C0036,C0135,1.0
C0036,C0137,2.8461538461538467
C0036,C0138,1.1666666666666667
C0036,C0139,1.75
C0036,C0140,1.5
C0036,C0142,1.1666666666666667
C0036,C0143,1.3333333333333333
C0036,C0144,1.5578231292517006
C0036,C0146,1.5531914893617023
C0037,C0001,1.6193693693693694
C0037,C0002,1.8
C0037,C0003,1.346938775510204
C0037,C0004,1.8399999999999999
C0037,C0005,1.5714285714285714
C0037,C0006,1.8856548856548858
C0037,C0007,1.6027667984189722
C0037,C0008,1.5498154981549814
C0037,C0009,1.4237726098191212
C0037,C0010,1.7777777777777777
C0037,C0011,2.1034482758620694
C0037,C0012,1.8717948717948716
C0037,C0013,1.4
C0037,C0014,1.49618320610687
C0037,C0015,1.605263157894737
C0037,C0016,1.7836490528414757
C0037,C0017,1.8
C0037,C0019,1.0
C0037,C0020,1.4705882352941178
C0037,C0021,1.2857142857142858
C0037,C0022,1.3333333333333333
C0037,C0024,1.3333333333333333
C0037,C0028,2.047619047619048
C0037,C0030,2.0
C0037,C0031,1.64
C0037,C0032,1.6
C0037,C0034,1.882599580712788
C0037,C0037,1.0
C0037,C0038,1.0
C0037,C0040,1.875
C0037,C0041,1.0
C0037,C0042,1.645879732739421
C0037,C0044,1.0
C0037,C0045,1.2142857142857144
C0037,C0046,1.125
C0037,C0047,1.5
C0037,C0048,1.6666666666666667
C0037,C0049,1.5
C0037,C0051,1.6250000000000002
C0037,C0052,1.4285714285714286
C0037,C0053,1.5
C0037,C0054,1.9166666666666667
C0037,C0055,1.5096153846153846
C0037,C0056,1.1111111111111112
C0037,C0057,1.7999999999999998
C0037,C0058,1.222222222222222
C0037,C0059,1.8666666666666667
C0037,C0062,1.6
C0037,C0064,1.272727272727273
C0037,C0065,1.9285714285714286
C0037,C0067,2.2857142857142856
C0037,C0068,1.8571428571428572
C0037,C0074,1.3788300835654597
C0037,C0075,1.888888888888889
C0037,C0076,1.75
C0037,C0079,1.6666666666666667
C0037,C0080,3.125
C0037,C0081,1.0
C0037,C0083,1.0
C0037,C0084,2.0
C0037,C0085,1.0
